pool_number,cc_week,equipo,component_serial,component_tag,year,week,componente,SUB COMPONENTE,MODELO,POSICION,FECHA DE CAMBIO,HORA EQ,HORA CC,MENOR AL 90% TBO,TBO,USO,DESCRIPCIÓN DE FALLA,SUBCOMPONENTE FALLADO,MODO DE FALLA,Equipo SAP,ORDEN,ID,Reseva,Aviso,N/S INSTALADO,Equipo,Solicitud de montaje,OS,OS 14.000,RMCARE,Pauta puesta servicio(entrante),TSI,No Conformidad,CLASIFICACIÓN,COMENTARIO ENTRANTE,COMENTARIO SALIENTE,Proyeccion Horómetro,% uso Proyectado,pool_type,ohv_normal,ohv_unplanned,cc_date,arrival_date
8,2023-W51,867,#238,cms,2023,51,CMSD,Suspension Delantera,960E,IZQUIERDO,2023-12-24,57971,6358,0.0,15000,0.423866666666667,"Se procede a cambio de suspensión delantera izquierda por  fuga de aceite en vastago, componente es considerado para cambio en plan semanal W51",Fuga Vastago,Fuga Vastago,200203951,400362949,231226122117,2654613,10366740,#221,200176863,86006,18123925,,CERRADO,,,,Producto,SELLO HEAVY DUTY,NORMAL,3502.0,0.233466666666667,I,64,124,2023-12-18,2024-04-20
8,2024-W14,322,#239,cms,2024,14,CMSD,Suspension Delantera,960E,DERECHO,2024-04-06,84701,20108,1.0,15000,1.34053333333333,"Se procede a cambio de suspensión delantera derecha por fuga residual en vastago, además esta con TBO cumplido. Componente es considerado para cambio en plan semanal W14.",TBO,TBO,200179630,400369149,240408175831,2713005,10371437,#107-1,200186045,87903,18125770,,CERRADO,,,,TBO,SELLO HEAVY DUTY,NORMAL,1734.0,0.1156,P,64,124,2024-04-01,2024-06-04
8,2024-W24,861,#195,cms,2024,24,CMSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,64,124,2024-06-10,2024-10-12
9,2023-W39,856,#228,cms,2023,39,CMSD,Suspension Delantera,960E,IZQUIERDO,2023-09-29,60980,4427,0.0,15000,0.295133333333333,"Se procede a cambio de CMSDI por fuga en anillo porta sellos, componente es considerado para cambio en plan semanal W39.",Fuga Vastago,Fuga aceite en vastago,200176294,400362304,231218151842,2647718,10366367,#204-1,200191750,85753,18123748,,CERRADO,,,,Producto,SELLO HEAVY DUTY,NORMAL,4964.0,0.330933333333333,I,64,124,2023-09-25,2024-01-27
9,2024-W03,397,#125,cms,2024,03,CMSD,Suspension Delantera,960E,DERECHO,2024-01-21,66449,24661,1.0,15000,1.64406666666667,Se realiza cambio de CMSP2 por TBO. Componente es considerado dentro del plan semanal,TBO,TBO,200164829,400364614,240122105356,2670184,10368012,#220,200219261,86330,18124388,,CERRADO,,,,TBO,SELLO HEAVY DUTY,NORMAL,3026.0,0.201733333333333,P,64,124,2024-01-15,2024-03-19
9,2024-W13,870,#192,cms,2024,13,CMSD,Suspension Delantera,960E,DERECHO,2024-03-31,57506,25944,1.0,15000,1.7296,Se realiza cambio de CMS Derecho por TBO. Componente es considerado dentro del plan semanal W13,TBO,TBO,200240497,400368481,240401094507,2707850,10371069,#197,200136932,87471,18125632,,CERRADO,,,,TBO,SELLO HEAVY DUTY,NORMAL,1836.0,0.1224,P,64,124,2024-03-25,2024-05-28
9,2024-W23,861,#195,cms,2024,23,CMSD,Suspension Delantera,960E,IZQUIERDO,2024-06-08,62289,12340,0.0,15000,0.822666666666667,Se realiza cambio de CMSP1 por presentar grasa al interior de suspension por plan de mitigacion. Componente es considerado dentro del plan semanal,Suspensión,FUGA (Mitigada con Grasa),200136922,400372948,240608111945,2746488,10374227,#166,200105784,89327,18126979,,CERRADO,,,,Producto,SELLO HEAVY DUTY,NORMAL,663.0,0.0442,I,64,124,2024-06-03,2024-10-05
10,2023-W40,875,#005,cms,2023,40,CMSD,Suspension Delantera,960E,DERECHO,2023-10-06,54028,8489,,15000,0.565933333333333,"Se procede a cambio de suspensión delantera derecha por que se detecta fuga de aceite por vástago de suspensión, componente es considerado para cambio en plan smeanal W40.",Fuga Vastago,2023-10-19 00:00:00,200178263,400358852,231016182217,2617254,10363660,#200,200176329,84429,18122557,,CERRADO,,,,Producto,NORMAL,NORMAL,4845.0,0.323,I,64,124,2023-10-02,2024-02-03
10,2024-W04,873,#122,cms,2024,04,CMSD,Suspension Delantera,960E,IZQUIERDO,2024-01-23,52703,11175,0.0,15000,0.745,Se realiza cambio de CMSP1 por fuga en vastago. Componente es considerado dentro del plan semanal,VASTAGO,FUGA,200164828,400364848,240124175914,2671945,10368282,#203,200175898,86553,18124464,,CERRADO,,,,Producto,SELLO HEAVY DUTY,NORMAL,2992.0,0.199466666666667,I,64,124,2024-01-22,2024-05-25
10,2024-W15,878,#205,cms,2024,15,CMSD,Suspension Delantera,960E,IZQUIERDO,2024-04-14,57352,3644,0.0,15000,0.242933333333333,Se realiza cambio de suspensión delantera izquierda por fuga en se vastago. Componente es considerado dentro del plan semanal W15,VASTAGO,FUGA,200208106,400369379,240414171942,2716272,10371784,#238,200203951,87788,18125949,,CERRADO,,,,Producto,SELLO HEAVY DUTY,SELLO HEAVY DUTY,1598.0,0.106533333333333,I,64,124,2024-04-08,2024-08-10
11,2023-W41,851,#108,cms,2023,41,CMSD,Suspension Delantera,960E,DERECHO,2023-10-14,66930,13110,0.0,15000,0.874,"Se procede a cambio de suspensión delantera derecha por presentar fuga en tapa superior, componente es considerado para cambio en plan semala W41.",Suspensión,Fuga en tapa superior,200028791,400358794,231016183410,2617357,10363670,#240,200194533,84434,18123011,,CERRADO,,,,Producto,SELLO HEAVY DUTY,NORMAL,4709.0,0.313933333333333,I,64,124,2023-10-09,2024-02-10
11,2024-W06,848,#185,cms,2024,06,CMSD,Suspension Delantera,960E,DERECHO,2024-02-07,71322,8468,0.0,15000,0.564533333333333,"Se procede a cambio de suspensión delantera derecha por fuga de aceite en tapa inferior, componente es considerado para cambio en plan semanal W6.",TAPA INFERIOR,FUGA,200136695,400366173,240219185651,2684838,10369372,#228,200176294,86907,18124921,,CERRADO,,,,Producto,SELLO HEAVY DUTY,NORMAL,2737.0,0.182466666666667,I,64,124,2024-02-05,2024-06-08
11,2024-W18,864,#105,cms,2024,18,CMSD,Suspension Delantera,960E,IZQUIERDO,2024-05-04,58715,6123,0.0,15000,0.4082,"Se procede a cambio de suspensión delantera izquierda por fuga de vastago, componente es considerado para cambio en plan semanal W18.",VASTAGO,FUGA,200026354,400370786,240506122815,2728235,10372698,#203,200136539,88367,18126367,,CERRADO,,,,Producto,SELLO HEAVY DUTY,NORMAL,1258.0,0.0838666666666667,I,64,124,2024-04-29,2024-08-31
12,2023-W42,860,#149,cms,2023,42,CMSD,Suspension Delantera,960E,IZQUIERDO,2023-10-22,57576,3510,0.0,15000,0.234,"Se procede a cambio de CMSD- IZQUIERDA  por resistencia al rodado, componente no es considerado para cambio en plan semanal W42.",,Resistencia al rodado,200105829,400361029,231121094228,2636222,10365098,#129,200164831,85307,18123273,,CERRADO,,,,Operacional,SELLO HEAVY DUTY,NORMAL,4573.0,0.304866666666667,I,64,124,2023-10-16,2024-02-17
12,2024-W07,882,#152,cms,2024,07,CMSD,Suspension Delantera,960E,IZQUIERDO,2024-02-16,53963,5783,0.0,15000,0.385533333333333,Se realiza cambio de CMS por fuga en vastago. Componente es considerado dentro del plan semanal.,VASTAGO,FUGA,200164877,400366665,240227101235,2688823,10369712,#149,200105829,86968,18125037,,CERRADO,,,,Producto,SELLO HEAVY DUTY,NORMAL,2584.0,0.172266666666667,I,64,124,2024-02-12,2024-06-15
12,2024-W19,875,#227,cms,2024,19,CMSD,Suspension Delantera,960E,IZQUIERDO,2024-05-11,58105,4870,,15000,0.324666666666667,"Se procede a cambio de suspensión delantera izquierda por fuga de vastago, componente es considerado para cambio en plan semanal W19",VASTAGO,FUGA,200177634,400371390,240515181912,2733501,10373126,#189,200136709,88384,18126477,CERRADO,CERRADO,SELLO HEAVY DUTY,NORMAL,,Producto,SELLO HEAVY DUTY,NORMAL,1139.0,0.0759333333333333,I,64,124,2024-05-06,2024-09-07
1,2023-W27,858,#66303255,mp,2023,27,Módulo Potencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,64,114,2023-07-03,2023-10-25
1,2024-W02,869,#66303960,mp,2024,02,Módulo Potencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,64,114,2024-01-08,2024-05-01
2,2023-W31,856,#66302201,mp,2023,31,Módulo Potencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,64,114,2023-07-31,2023-11-22
2,2023-W47,883,#66303315,mp,2023,47,Módulo Potencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,64,114,2023-11-20,2024-03-13
2,2024-W06,868,#66303006,mp,2024,06,Módulo Potencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,64,114,2024-02-05,2024-05-29
2,2024-W21,848,#66303005,mp,2024,21,Módulo Potencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,64,114,2024-05-20,2024-09-11
3,2023-W34,882,#66305392,mp,2023,34,Módulo Potencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,64,114,2023-08-21,2023-12-13
3,2023-W49,852,#66303216,mp,2023,49,Módulo Potencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,64,114,2023-12-04,2024-03-27
4,2023-W38,875,#66302125,mp,2023,38,Módulo Potencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,64,114,2023-09-18,2024-01-10
4,2023-W52,871,#66305544,mp,2023,52,Módulo Potencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,64,114,2023-12-25,2024-04-17
4,2024-W20,861,#66303007,mp,2024,20,Módulo Potencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,64,114,2024-05-13,2024-09-04
5,2023-W43,877,#66304561,mp,2023,43,Módulo Potencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,64,114,2023-10-23,2024-02-14
5,2024-W11,851,#66302179,mp,2024,11,Módulo Potencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,64,114,2024-03-11,2024-07-03
5,2024-W24,870,#66301444,mp,2024,24,Módulo Potencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,64,114,2024-06-10,2024-10-02
6,2023-W44,399,#66303600,mp,2023,44,Módulo Potencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,64,114,2023-10-30,2024-02-21
6,2024-W13,849,#66303592,mp,2024,13,Módulo Potencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,64,114,2024-03-25,2024-07-17
6,2024-W25,870,#66303006,mp,2024,25,Módulo Potencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,64,114,2024-06-17,2024-10-09
7,2023-W45,399,#66303600,mp,2023,45,Módulo Potencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,64,114,2023-11-06,2024-02-28
7,2024-W14,860,#66303280,mp,2024,14,Módulo Potencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,64,114,2024-04-01,2024-07-24
1,2023-W29,866,#W12010011,mt,2023,29,Motor Tracción,MOTOR TRACCIÓN ,960E,IZQUIERDO,2023-07-22,54740,13892,0.0,24000,0.578833333333333,"Se procede a cambiar MT izquierdo, Motor de tracción izquierdo presentaba material particulado nivel 02. Componente es considerado dentro del plan semanal",,,200198766,400353608,230724083035,2571734,10360280,#WX14060028T,200234551,82925,18121351,,CERRADA,,,,Producto,RETROFIT,NORMAL,6137.0,0.255708333333333,I,74,134,2023-07-17,2023-11-28
1,2024-W13,857,#WX14020008T,mt,2024,13,Motor Tracción,MOTOR TRACCIÓN ,960E,IZQUIERDO,2024-03-27,68202,25558,1.0,24000,1.06491666666667,Se procede al cambio del motor de tracción lado izquierdo por imprevisto alarma nivel 3 en tapones magnéticos según número de aviso 526846519. Componente no es considerado dentro del plan semanal,Motor de Tracción,Particulado,200159320,400370202,240426091955,2723254,10372371,#W12020025,200174050,88136,18126250,,CERRADO,,,,Producto,RETROFIT,NORMAL,1904.0,0.0793333333333333,P,74,134,2024-03-25,2024-06-07
2,2023-W31,874,#WX15040005T,mt,2023,31,Motor Tracción,MOTOR TRACCIÓN ,960E,IZQUIERDO,2023-08-04,53429,10050,0.0,24000,0.41875,Se realiza cambio de MT por particulado nivel 3. Componente no es considerado dentro del plan semanal,,,200170188,400354562,230806100628,2579500,10360840,#W05100001,200196361,83117,18121486,,CERRADA,,,,Producto,RETROFIT,RETROFIT,5916.0,0.2465,I,74,134,2023-07-31,2023-12-12
2,2024-W14,879,#WX14030010T,mt,2024,14,Motor Tracción,MOTOR TRACCIÓN ,960E,DERECHO,2024-04-05,54822,23906,1.0,24000,0.996083333333333,"Se procede a cambio de motor de tracción derecho por fuga entre por separación de freno de servicio con carrier, ademas ya se encontraba proximo a cambio por TBO. Componente no es considerado para cambio en plan semanal W14.",TBO,TBO,200159325,400369985,240423105913,2721195,10372155,#W12010011,200198766,88163,18126115,,CERRADO,,,,Producto,RETROFIT,NORMAL,1751.0,0.0729583333333333,P,74,134,2024-04-01,2024-06-14
3,2023-W39,875,#W12010016,mt,2023,39,Motor Tracción,MOTOR TRACCIÓN ,960E,IZQUIERDO,2023-09-27,53900,18937,,24000,0.789041666666667,"Se procede a cambio de MT1 por incremento de particulado, se encuentra con plan de mitigación cada 250 hrs. Componente es considerado para cambio en plan semanal W39.",,,200100867,400358061,231003161320,2609785,10363127,#W11110014,200105773,84293,18122515,,CERRADO,,,,Mantenimiento,RETROFIT,RETROFIT,4998.0,0.20825,I,74,134,2023-09-25,2024-02-06
3,2024-W15,864,#WX14030012T,mt,2024,15,Motor Tracción,MOTOR TRACCIÓN ,960E,DERECHO,2024-04-11,58235,21503,0.0,24000,0.895958333333333,Se realiza cambio de Motor de tracción derecho por traspaso de aceite hidraulico. Componente es considerado en plan semanal W15,MANDO FINAL,FUGA SELLO ESPEJO,200158048,400369423,240412081228,2715313,10371673,#WX14100052T,200159322,87871,18125943,,CERRADO,,,,Producto,RETROFIT,RETROFIT,1649.0,0.0687083333333333,I,74,134,2024-04-08,2024-08-20
4,2023-W42,860,#W11110015,mt,2023,42,Motor Tracción,MOTOR TRACCIÓN ,960E,IZQUIERDO,2023-10-20,57576,3406,0.0,24000,0.141916666666667,"Se procede a cambio de MT1 por resistencia al rodado, componente no es considerado para cambio en plan semanal W42.",,Resistencia al rodado,200105804,400359479,231027083124,2622829,10364121,#WX14020004T,200159316,84670,18122968,,CERRADO,,,,Operacional,RETROFIT,RETROFIT,4607.0,0.191958333333333,I,74,134,2023-10-16,2024-02-27
4,2024-W17,399,#W11110013,mt,2024,17,Motor Tracción,MOTOR TRACCIÓN ,960E,IZQUIERDO,2024-04-22,70615,12834,0.0,24000,0.53475,"Se procede a cambio de MT por particulado nivel 2, componente es considerado para cambio en plan semanal.",Motor de Tracción,Particulado,200105788,400369990,240423113558,2721509,10372211,#W11110015,200105804,88171,18126167,,CERRADO,,,,Producto,RETROFIT,RETROFIT,1462.0,0.0609166666666667,I,74,134,2024-04-22,2024-09-03
5,2023-W43,860,#WX1606Y004T,mt,2023,43,Motor Tracción,MOTOR TRACCIÓN ,960E,DERECHO,2023-10-23,57576,3379,0.0,24000,0.140791666666667,"Se procede a cambio de MT2  por resistencia al rodado, componente no es considerado para cambio en plan semanal W43.",,Resistencia al rodado,200283721,400359488,231027084045,2622890,10364133,#W11120018,200105803,84674,18122972,,CERRADO,,,,Operacional,RETROFIT,RETROFIT,4556.0,0.189833333333333,I,74,134,2023-10-23,2024-03-05
5,2024-W18,397,#WX1712Y002T,mt,2024,18,Motor Tracción,MOTOR TRACCIÓN ,960E,DERECHO,2024-04-29,68294,12076,0.0,24000,0.503166666666667,"Se procede a cambio de MT2 por particulado nivel 3, componente es considerado para cambio en plan semanal.",Motor de Tracción,Particulado,200255493,400370378,240429123824,2724903,10372437,#WX15040005T,200170188,88263,18126257,,CERRADO,,,,Producto,RETROFIT,NORMAL,1343.0,0.0559583333333333,I,74,134,2024-04-29,2024-09-10
6,2023-W49,322,#WX14100052T,mt,2023,49,Motor Tracción,MOTOR TRACCIÓN ,960E,IZQUIERDO,2023-12-08,82407,4630,0.0,24000,0.192916666666667,Se realiza cambio de Motor de tracción por particulado nivel 2. Componente es considerado dentro del plan semanal,,,200159322,400362180,231210075728,2646597,10365993,#WX14080030T,200153348,85492,18123597,,CERRADO,,,,Producto,RETROFIT,RETROFIT,3774.0,0.15725,I,74,134,2023-12-04,2024-04-16
6,2024-W20,856,#WX14020007T,mt,2024,20,Motor Tracción,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,74,134,2024-05-13,2024-09-24
7,2023-W50,857,#W12030036,mt,2023,50,Motor Tracción,MOTOR TRACCIÓN ,960E,DERECHO,2023-12-14,66400,10234,0.0,24000,0.426416666666667,"Se procede a cambio de motor de tracción derecho por particulado escamoso nivel 2, componente es considerado para cambio en plan semanal W50.",Motor mecánico,Particulado,200167698,400362589,231218152422,2650781,10366401,#WX14100044T,200195233,85755,18123749,,CERRADO,,,,Producto,RETROFIT,RETROFIT,3672.0,0.153,I,74,134,2023-12-11,2024-04-23
7,2024-W23,322,#W13050087,mt,2024,23,Motor Tracción,MOTOR TRACCIÓN ,960E,DERECHO,2024-06-06,85757,6620,0.0,24000,0.275833333333333,Se realiza cambio de MT2 por corto circuito en estator. Componente no es considerado dentro del plan semanal,Motor electrico,Corto Circuito,200199693,400372887,240608111432,2746437,10374159,#WX14100053T,200232720,89323,18127085,,CERRADO,,,,Producto,RETROFIT,RETROFIT,697.0,0.0290416666666667,I,74,134,2024-06-03,2024-10-15
8,2023-W51,855,#WX14100053T,mt,2023,51,Motor Tracción,MOTOR TRACCIÓN ,960E,IZQUIERDO,2023-12-20,62380,11162,0.0,24000,0.465083333333333,"El día 19-12-2023 el equipo presento falla en terreno por corte de cardan que une el módulo de potencia con el tren de bombas.
En base a lo antes descrito se activó la auto aplicación de frenos y por consecuencia el equipo se desplazó al menos 30 metros con las 4 posiciones frenadas según descripción del operador.",FRENOS,Resistencia al rodado,200232720,400362844,231222102726,2652861,10366581,#W11100008,200103366,85801,18123880,,CERRADO,,,,Producto,RETROFIT,RETROFIT,3570.0,0.14875,I,74,134,2023-12-18,2024-04-30
9,2024-W06,869,#W12030041,mt,2024,06,Motor Tracción,MOTOR TRACCIÓN ,960E,DERECHO,2024-02-10,56849,6770,0.0,24000,0.282083333333333,"Se procede a cambio de MT2, por fuga de aceite omala 680 en bobinas de estator, componente no es considerado para cambio en plan semanal W6.",BOBINA,FUGA,200159314,400365846,240211145941,2681101,10369082,#W12010016,200100867,86785,18124815,,CERRADO,,,,Producto,RETROFIT,RETROFIT,2686.0,0.111916666666667,I,74,134,2024-02-05,2024-06-18
10,2024-W09,877,#WX14080032T,mt,2024,09,Motor Tracción,MOTOR TRACCIÓN ,960E,IZQUIERDO,2024-02-28,52662,17529,0.0,24000,0.730375,"Se realiza cambio de MT1 por fuga de aceite del mando final por sello espejo, Componente es considerado para cambio en plan semanal W9.",MANDO FINAL,FUGA SELLO ESPEJO,200235900,400367184,240306101750,2693682,10370193,#W12010009A,200137078,87166,18125146,,CERRADO,,,,Producto,RETROFIT,NORMAL,2380.0,0.0991666666666667,I,74,134,2024-02-26,2024-07-09
11,2024-W13,878,#W08040005,mt,2024,13,Motor Tracción,MOTOR TRACCIÓN ,960E,DERECHO,2024-03-25,57153,20795,0.0,24000,0.866458333333333,"Se procede a cambio de MT2 por aumento de particulado, componente se adelanta en cambio pero de igual manera esta denteo del plan semanal W13.",MANDO FINAL,PARTICULADO,200026346,400368123,240325162009,2704347,10370834,#WX1606Y004T,200283721,87266,18125414,,CERRADO,,,,Producto,RETROFIT,NORMAL,1938.0,0.08075,I,74,134,2024-03-25,2024-08-06
12,2024-W13,878,#WX1606Y004T,mt,2024,13,Motor Tracción,MOTOR TRACCIÓN ,960E,DERECHO,2024-03-26,57153,0.5,0.0,24000,2.08333333333333e-05,"Se realiza cambio de motor de tracción Nº2, equipo trabaja alrededor de 30 min, quedando detenido en terreno, se realizan las pruebas en MEGGER encontrando baja aislación en fase A, B y C de motor  de tracción. Componente no es considerado dentro del plan semanal",Baja Aislación,Baja Aislación,200283721,400368240,240327085049,2705325,10370941,#W12030036,200167698,87501,18125520,,CERRADO,,,,Producto,RETROFIT,RETROFIT,1921.0,0.0800416666666667,I,74,134,2024-03-25,2024-08-06
1,2023-W29,868,#217,st,2023,29,Suspensión Trasera,Suspension Trasera,960E,DERECHO,2023-07-19,54741,19232,0.0,30000,0.641066666666667,"Se procede a cambio de suspensión trasera derecha por presentar fuga de aceite en vastago, componente es considerado para cambio en plan semanal W29.",Fuga Vastago,Fuga aceite en vastago,200207878,400353505,230720144238,2570460,10360192,#EK6522,200184818,82778,18121264,,CERRADA,,,,Producto,,,6188.0,0.206266666666667,I,65,125,2023-07-17,2023-11-19
1,2024-W16,869,#696R009,st,2024,16,Suspensión Trasera,Suspensión Trasera,960E,DERECHA,2024-04-18,58211,22264,0.0,30000,0.742133333333333,"Se procede a cambio de suspensión trasera derecha por fuga de aceite en vastago, componente es considerado para cambio en plan semanal W16.",VASTAGO,FUGA,200136698,400370377,240429123257,2724840,10372434,#219,200207578,88262,18126219,,CERRADO,,,,Producto,,,1530.0,0.051,I,65,125,2024-04-15,2024-08-18
2,2023-W35,849,#LM020979,st,2023,35,Suspensión Trasera,Suspension Trasera,960E,IZQUIERDO,2023-09-01,68070,32331,1.0,30000,1.0777,Se realiza cambio de suspensión izquierda por TBO. Componente es considerado dentro del plan semanal,TBO,TBO,200134310,400357115,230917085122,2600570,10362498,#RLTB694,200136711,84155,18122236,,CERRADA,,,,TBO,,,5440.0,0.181333333333333,P,65,125,2023-08-28,2023-11-01
2,2024-W18,882,#RLTF718,st,2024,18,Suspensión Trasera,Suspensión Trasera,960E,DERECHA,2024-05-02,55250,8175,0.0,30000,0.2725,"Se procede a cambio de suspensión trasera derecha por fuga en vástago, componente es considerado para cambio en plan semanal W18.",VASTAGO,FUGA,200280257,400370785,"240506122259
",2728231,10372696,#RLSM672,200105860,88366,18126366,,CERRADO,,,,Producto,,,1292.0,0.0430666666666667,I,65,125,2024-04-29,2024-09-01
3,2023-W37,320,#RLSM673,st,2023,37,Suspensión Trasera,Suspension Trasera,960E,DERECHO,2023-09-13,81663,32898,1.0,30000,1.0966,Se realiza cambio de suspensión trasera derecha por TBO. Componente es considerado dentro del plan semanal,TBO,TBO,200105859,400357072,230914075854,2599464,10362481,#224,200302593,84211,18122234,,CERRADA,,,,TBO,,,5236.0,0.174533333333333,P,65,125,2023-09-11,2023-11-15
3,2024-W19,882,#RLTA681,st,2024,19,Suspensión Trasera,Suspensión Trasera,960E,IZQUIERDO,2024-05-09,55309,6184,0.0,30000,0.206133333333333,"Se procede a cambio de suspensión trasera izquierda por fuga en vástago, componente es considerado para cambio en plan semanal W19.",VASTAGO,FUGA,200105802,400370836,240509130249,2730013,10372842,#279,200324101,88333,18126350,CERRADO,CERRADO,,,,Producto,,,1173.0,0.0391,I,65,125,2024-05-06,2024-09-08
4,2023-W41,865,#134,st,2023,41,Suspensión Trasera,Suspension Trasera,960E,DERECHO,2023-10-09,55421,53449,1.0,30000,1.78163333333333,"Se procede a cambio de suspensión trasera derecha por campaña asociada a horas de operación, componente no es considerado para cambio en plan semanal W41.",TBO,TBO,200334504,400358854,231016182913,2617258,10363666,#228,200313547,84432,18122786,,CERRADO,,,,TBO,,,4794.0,0.1598,P,65,125,2023-10-09,2023-12-13
4,2024-W22,398,#RLTF714,st,2024,22,Suspensión Trasera,Suspensión Trasera,960E,DERECHO,2024-06-02,72775,28296,1.0,30000,0.9432,"Se procede a cambio de suspension trasera derecha por fuga de aceite en vastago, componente es considerado para cambio en plan semanal W22.",VASTAGO,FUGA,200136970,400372504,240602161341,2743022,10373901,#124-1,200339285,89303,18126962,,CERRADO,,,,Producto,,,765.0,0.0255,P,65,125,2024-05-27,2024-07-31
5,2023-W42,847,#219,st,2023,42,Suspensión Trasera,Suspensión Trasera,960E,IZQUIERDO,2023-10-18,68910,34341,1.0,30000,1.1447,"Se procede a cambio de suspensión trasera izquierda por campaña asociada a horas de operación, componente es considerado para cambio en plan semanal W42.",TBO,TBO,200207578,400359487,231027082707,2622889,10364078,#122,200312499,84669,18122967,,CERRADO,,,,TBO,,,4641.0,0.1547,P,65,125,2023-10-16,2023-12-20
6,2023-W49,864,#124-1,st,2023,49,Suspensión Trasera,Suspensión Trasera,960E,IZQUIERDO,2023-12-07,55901,53121,1.0,30000,1.7707,Se realiza cambio de suspension trasera izquierda por TBO. Componente es considerado dentro del plan semanal,TBO,TBO,200339285,400362135,231212120308,2647684,10366148,#121,200293825,86556,18124398,,CERRADO,,,,TBO,,,3791.0,0.126366666666667,P,65,125,2023-12-04,2024-02-07
7,2023-W51,874,#142,st,2023,51,Suspensión Trasera,Suspensión Trasera,960E,IZQUIERDO,2023-12-21,55875,20943,0.0,30000,0.6981,El día 19-12-2023 durante la mantención se detecta que la suspensión trasera izquierda se encuentra agripada es decir con una resistencia al movimiento natural de compresión. Componente no es considerado dentro del plan semanal,,,200245069,400363000,231222111449,2653256,10366593,#RLRE656,200105771,85805,18123884,,CERRADO,,,,Mantenimiento,,,3553.0,0.118433333333333,I,65,125,2023-12-18,2024-04-21
8,2024-W03,854,#LM017267,st,2024,03,Suspensión Trasera,Suspensión Trasera,960E,IZQUIERDO,2024-01-15,66700,17980,0.0,30000,0.599333333333333,Se procede a cambio de suspensión trasera izquierda por fuga por vastago y golpe. Componente es considerado para cambio en plan semanal W03.,VASTAGO,FUGA,200254822,400364368,240116122426,2666924,10367686,#238,200202928,86405,18124251,,CERRADO,,,,Producto,,,3128.0,0.104266666666667,I,65,125,2024-01-15,2024-05-19
9,2024-W05,855,#RLSH663,st,2024,05,Suspensión Trasera,Suspensión Trasera,960E,DERECHO,2024-02-01,56715,24625,0.0,30000,0.820833333333333,"Se realiza cambio de suspensión trasera por fuga en vastago, componente es considerado dentro del plan semanal",VASTAGO,FUGA,200105831,400365282,240202105428,2676119,10368575,#214,200241332,86661,18124629,,CERRADO,,,,Producto,,,2839.0,0.0946333333333333,I,65,125,2024-01-29,2024-06-02
10,2024-W07,857,#231-1,st,2024,07,Suspensión Trasera,Suspensión Trasera,960E,IZQUIERDO,2024-02-18,67550,20974,0.0,30000,0.699133333333333,"Se realiza cambio de suspensión trasera izquierda por rótula superior quebrada por falta de engrase, componente es considerado dentro del plansemanal",ROTULA,ROTULA,200237384,400366137,240218100720,2684144,10369268,#RLSM673,200105859,86807,18124832,,CERRADO,,,,Mantenimiento,,,2550.0,0.085,I,65,125,2024-02-12,2024-06-16
11,2024-W09,854,#EK8138,st,2024,09,Suspensión Trasera,Suspensión Trasera,960E,DERECHA,2024-03-03,67568,18738,0.0,30000,0.6246,"Se procede a cambio de suspensión trasera derecha, por fuga excesiva en vastago, componente es considerado para cambio en plan semanal W9.",VASTAGO,FUGA,200254118,400366857,240305095222,2692938,10370146,#RLSK669,200105816,86978,18125196,,CERRADO,,,,Producto,,,2312.0,0.0770666666666667,I,65,125,2024-02-26,2024-06-30
12,2024-W11,848,#156,st,2024,11,Suspensión Trasera,Suspensión Trasera,960E,DERECHA,2024-03-17,71887,34778,1.0,30000,1.15926666666667,Se realiza cambio de suspensión trasera derecha por TBO. Componente es considerado dentro del plan semanal W11,TBO,TBO,200152684,400367599,240317182229,2699540,10370533,#LM020979,200134310,87191,18125309,ABIERTA,CERRADO,,,,TBO,,,2074.0,0.0691333333333333,P,65,125,2024-03-11,2024-05-15
